 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA
50410916;"Actividades Cuerpo y Mente - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"L";"28/12/2026;4/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6400f99ad190a10VgnVCM100000891ecb1aRCRD";"Actividades Cuerpo y Mente - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3bf0f99ad190a10VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7869ce073379b410VgnVCM2000000c205a0aRCRD";"Instalación Deportiva Municipal Básica María de Villota";"0";"CALLE";"ESTEFANITA";"3";"VILLAVERDE";"BUTARQUE";"28021";"442619";"4466547";"40.34750435286862";"-3.6756560101604467";"/contenido/actividades/ActividadesDeportivas";""
50411175;"Actividades Cuerpo y Mente - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"X";"30/12/2026;6/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1e10f99ad190a10VgnVCM100000891ecb1aRCRD";"Actividades Cuerpo y Mente - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3bf0f99ad190a10VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f346588fd3471110VgnVCM1000000b205a0aRCRD";"Instalación Deportiva Municipal Básica Parque Ciudad de Los Ángeles";"0";"CALLE";"ANOETA";"16";"VILLAVERDE";"ANGELES";"28041";"440865";"4467151";"40.35282504994271";"-3.6963617882465685";"/contenido/actividades/ActividadesDeportivas";""
50411433;"Actividades Cuerpo y Mente - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"S";"26/12/2026;2/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=43830f99ad190a10VgnVCM100000891ecb1aRCRD";"Actividades Cuerpo y Mente - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3bf0f99ad190a10VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=009349ad8bcc5110VgnVCM1000000b205a0aRCRD";"Instalación Deportiva Municipal Básica Parque Plata y Castañar";"0";"PASEO";"PLATA Y CASTAÑAR";"5";"VILLAVERDE";"SAN ANDRES";"28021";"439073";"4466734";"40.34893806864997";"-3.717423564562957";"/contenido/actividades/ActividadesDeportivas";""
50266171;"Ajedrez en los parques: Jornadas 2026";"";"1";"1";"V";"3/7/2026;10/7/2026;17/7/2026;24/7/2026;31/7/2026;7/8/2026;14/8/2026;21/8/2026;28/8/2026;";"2026-04-10 00:00:00.0";"2026-11-20 23:59:00.0";"16:30";"las jornadas están abiertas a todos los públicos, sin ningún tipo de restricciones, y son supervisadas por un monitor de ajedrez. La participación es gratuita, sin que sea necesario inscripción previa.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3047e1509792d910VgnVCM100000891ecb1aRCRD";"Actividades en otros espacios";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6b1e1c2ca0c7910VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b53d8464dad45510VgnVCM1000001d4a900aRCRD";"Jardines de Pablo Sorozábal";"2";"CALLE";"PRINCIPE DE VERGARA";"139";"CHAMARTIN";"EL VISO";"28002";"442450";"4477329";"40.444631112841606";"-3.6786214824583503";"";""
50266634;"Ajedrez en los parques: Jornadas 2026";"";"1";"1";"S";"4/7/2026;11/7/2026;18/7/2026;25/7/2026;1/8/2026;8/8/2026;15/8/2026;22/8/2026;29/8/2026;";"2026-04-11 00:00:00.0";"2026-11-21 23:59:00.0";"11:30";"Las jornadas están abiertas a todos los públicos, sin ningún tipo de restricciones, y son supervisadas por un monitor de ajedrez. La participación es gratuita, sin que sea necesario inscripción previa.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9aa59e76dd92d910VgnVCM100000891ecb1aRCRD";"Actividades en otros espacios";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6b1e1c2ca0c7910VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4749c2d91fcb610VgnVCM1000001d4a900aRCRD";"Jardines de Gloria Fuertes";"2";"CALLE";"MADRE DE DIOS";"2";"CHAMARTIN";"NUEVA ESPAÑA";"28016";"442761";"4479202";"40.461517637696026";"-3.6751179007317614";"";""
50380484;"Barajas sobre ruedas";"";"1";"0";"";"";"2026-09-20 00:00:00.0";"2026-09-20 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f336ccad5efff910VgnVCM200000f921e388RCRD";"Barajas sobre ruedas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca94ccad5efff910VgnVCM200000f921e388RCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesDeportivas";"/usuario/Jovenes,/usuario/Niños"
50389309;"Campeonato del Mundo FIM. X-Trial Madrid 2026";"";"0";"0";"";"";"2026-11-28 00:00:00.0";"2026-11-28 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf0aa7f03d240a10VgnVCM200000f921e388RCRD";"Campeonato del Mundo FIM. X-Trial Madrid 2026";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9fb6ea75aa240a10VgnVCM200000f921e388RCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesDeportivas/Ciclismo";""
50367424;"Ciclismo por Madrid 2026-2027";"";"0";"1";"L,M,X,J,V,S,D";"";"2026-09-01 00:00:00.0";"2027-06-30 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7869c3dea898f910VgnVCM100000891ecb1aRCRD";"Ciclismo por Madrid 2026-2027";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eacb55de4788f910VgnVCM100000891ecb1aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesDeportivas/Ciclismo";""
50407984;"Corre por los ODS 2026";"";"0";"0";"";"";"2026-09-27 00:00:00.0";"2026-09-27 23:59:00.0";"09:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce69100298580a10VgnVCM200000f921e388RCRD";"Corre por los ODS 2026";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b38100298580a10VgnVCM200000f921e388RCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a57899a90c7e210VgnVCM2000000c205a0aRCRD";"Parque del Oeste";"2";"PASEO";"CAMOENS Y VALERO";"4";"MONCLOA-ARAVACA";"CASA DE CAMPO";"28008";"438237";"4475938";"40.43179642724134";"-3.7281634896577027";"/contenido/actividades/ActividadesDeportivas";"/usuario/PoblaciónGeneral"
50367469;"Correr por Madrid 2026-2027";"";"0";"1";"L,M,X,J,V,S,D";"";"2026-09-01 00:00:00.0";"2027-06-30 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=acd5c3dea898f910VgnVCM100000891ecb1aRCRD";"Correr por Madrid 2026-2027";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d82e55de4788f910VgnVCM100000891ecb1aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesDeportivas/CarrerasMaratones";""
50383839;"Cursos gratuitos de golf, tenis y pádel 2026-2027";"";"1";"1";"L,M,X,J,V,S,D";"";"2026-10-01 00:00:00.0";"2027-06-30 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=378ee0a8b0320a10VgnVCM200000f921e388RCRD";"Cursos gratuitos de golf, tenis y pádel 2026-2027";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b4399a05cf10a10VgnVCM200000f921e388RCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesDeportivas/Golf";"/usuario/Niños"
50412474;"Deportes Urbanos - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"J";"24/12/2026;31/12/2026;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5df03e4ca0290a10VgnVCM100000891ecb1aRCRD";"Deportes Urbanos - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9fee3e4ca0290a10VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=60b46055755b8210VgnVCM2000000c205a0aRCRD";"Instalación Deportiva Municipal Básica San Cristóbal de Los Ángeles II";"0";"CALLE";"GODELLA";"48";"VILLAVERDE";"SAN CRISTOBAL";"28021";"441483";"4466109";"40.343480612836665";"-3.6889961753443936";"/contenido/actividades/ActividadesDeportivas/Skateboarding";"/usuario/Jovenes"
50412215;"Deportes Urbanos - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"M";"29/12/2026;5/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d5f3e4ca0290a10VgnVCM100000891ecb1aRCRD";"Deportes Urbanos - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9fee3e4ca0290a10VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=60b46055755b8210VgnVCM2000000c205a0aRCRD";"Instalación Deportiva Municipal Básica San Cristóbal de Los Ángeles II";"0";"CALLE";"GODELLA";"48";"VILLAVERDE";"SAN CRISTOBAL";"28021";"441483";"4466109";"40.343480612836665";"-3.6889961753443936";"/contenido/actividades/ActividadesDeportivas/Skateboarding";"/usuario/Jovenes"
50378935;"Día del Deporte Olímpico 2026";"";"1";"0";"";"";"2026-09-26 00:00:00.0";"2026-09-26 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb584190840ff910VgnVCM100000891ecb1aRCRD";"Día del Deporte Olímpico y Paralímpico 2026";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=806036b0320ff910VgnVCM100000891ecb1aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesDeportivas/Golf";"/usuario/Jovenes,/usuario/Mujeres,/usuario/Niños,/usuario/Familias,/usuario/Mayores,/usuario/Discapacitados"
50412997;"Dinamización - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"S";"26/12/2026;2/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc973e4ca0290a10VgnVCM100000891ecb1aRCRD";"Dinamización - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3353e4ca0290a10VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b538004f7471110VgnVCM1000000b205a0aRCRD";"Instalación Deportiva Municipal Básica Colonia Marconi";"0";"CALLE";"PRINCIPAL";"1";"VILLAVERDE";"SAN ANDRES";"28021";"440707";"4465039";"40.33378974534553";"-3.698026716448742";"/contenido/actividades/ActividadesDeportivas";""
50413517;"Dinamización - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"S";"26/12/2026;2/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9dcc7d8a5290a10VgnVCM100000891ecb1aRCRD";"Dinamización - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3353e4ca0290a10VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=009349ad8bcc5110VgnVCM1000000b205a0aRCRD";"Instalación Deportiva Municipal Básica Parque Plata y Castañar";"0";"PASEO";"PLATA Y CASTAÑAR";"5";"VILLAVERDE";"SAN ANDRES";"28021";"439073";"4466734";"40.34893806864997";"-3.717423564562957";"/contenido/actividades/ActividadesDeportivas";""
50413257;"Dinamización - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"S";"26/12/2026;2/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c1e9c7d8a5290a10VgnVCM100000891ecb1aRCRD";"Dinamización - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3353e4ca0290a10VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adab8e71e6e61110VgnVCM1000000b205a0aRCRD";"Instalación Deportiva Municipal Básica Colonia San Cristóbal de Los Ángeles";"0";"CALLE";"ROCAFORT";"2";"VILLAVERDE";"SAN CRISTOBAL";"28021";"441360";"4465864";"40.341265820973355";"-3.690416646053115";"/contenido/actividades/ActividadesDeportivas";""
50414038;"Dinamización - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"D";"6/12/2026;27/12/2026;3/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=91d4c7d8a5290a10VgnVCM100000891ecb1aRCRD";"Dinamización - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3353e4ca0290a10VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d79c83035e61110VgnVCM1000000b205a0aRCRD";"Instalación Deportiva Municipal Básica Santa Petronila";"0";"CALLE";"SANTA PETRONILA";"21";"VILLAVERDE";"LOS ROSALES";"28021";"441219";"4466649";"40.348330169939615";"-3.692150371389017";"/contenido/actividades/ActividadesDeportivas";""
50413777;"Dinamización - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"D";"6/12/2026;27/12/2026;3/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8570c7d8a5290a10VgnVCM100000891ecb1aRCRD";"Dinamización - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3353e4ca0290a10VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f346588fd3471110VgnVCM1000000b205a0aRCRD";"Instalación Deportiva Municipal Básica Parque Ciudad de Los Ángeles";"0";"CALLE";"ANOETA";"16";"VILLAVERDE";"ANGELES";"28041";"440865";"4467151";"40.35282504994271";"-3.6963617882465685";"/contenido/actividades/ActividadesDeportivas";""
50412737;"Dinamización - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"S";"26/12/2026;2/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=11f53e4ca0290a10VgnVCM100000891ecb1aRCRD";"Dinamización - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3353e4ca0290a10VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d84cf0980a61110VgnVCM1000000b205a0aRCRD";"Instalación Deportiva Municipal Básica El Cruce";"0";"CALLE";"SANTIAGO AMON";"6";"VILLAVERDE";"ANGELES";"28021";"441089";"4466773";"40.3494383600748";"-3.6936884772026106";"/contenido/actividades/ActividadesDeportivas";""
50392734;"Duatlón de Barajas";"";"1";"0";"";"";"2026-09-26 00:00:00.0";"2026-09-26 23:59:00.0";"09:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec457ec00a750a10VgnVCM200000f921e388RCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=989d6ddd521d4310VgnVCM2000000c205a0aRCRD";"Instalación Deportiva Municipal Básica Gabriela Mistral";"0";"CALLE";"ARROYO DEL MONTE";"5";"FUENCARRAL-EL PARDO";"FUENTELARREINA";"28049";"437683";"4481905";"40.4855081729451";"-3.735278975476509";"/contenido/actividades/ActividadesDeportivas";""
50410654;"Escuela de Escalada - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"D";"6/12/2026;27/12/2026;3/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=20ea0f99ad190a10VgnVCM100000891ecb1aRCRD";"Escuela de Escalada - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4722273cca090a10VgnVCM200000f921e388RCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f97dfcc3de2d910VgnVCM200000f921e388RCRD";"Instalación Deportiva Municipal Básica Pump Track de Butarque";"0";"AVENIDA";"LOS ROSALES";"137";"VILLAVERDE";"BUTARQUE";"28021";"442691";"4466660";"40.34852825960244";"-3.674819952829727";"/contenido/actividades/ActividadesDeportivas";"/usuario/Jovenes,/usuario/Niños"
50410432;"Escuela de Escalada - Deporte en la Calle - Distrito de Villaverde";"";"1";"1";"S,D";"6/12/2026;26/12/2026;27/12/2026;2/1/2027;3/1/2027;";"2026-09-07 00:00:00.0";"2027-06-30 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9c7ce4729090a10VgnVCM100000891ecb1aRCRD";"Escuela de Escalada - Deporte en la Calle - Distrito de Villaverde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4722273cca090a10VgnVCM200000f921e388RCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f97dfcc3de2d910VgnVCM200000f921e388RCRD";"Instalación Deportiva Municipal Básica Pump Track de Butarque";"0";"AVENIDA";"LOS ROSALES";"137";"VILLAVERDE";"BUTARQUE";"28021";"442691";"4466660";"40.34852825960244";"-3.674819952829727";"/contenido/actividades/ActividadesDeportivas";"/usuario/Jovenes,/usuario/Niños"
